interacting_pair	gene_a	gene_b	tissue	region
NTN1_UNC5A	NTN1	UNC5A	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5B	NTN1	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN4_UNC5B	NTN4	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5C	NTN1	UNC5C	large_intestine	HBM942.WHFC.488_reg001
NRXN1_DAG1	NRXN1	DAG1	large_intestine	HBM942.WHFC.488_reg001
NRXN2_DAG1	NRXN2	DAG1	large_intestine	HBM942.WHFC.488_reg001
NMS_NMUR1	NMS	NMUR1	large_intestine	HBM942.WHFC.488_reg001
NPB_NPBWR2	NPB	NPBWR2	large_intestine	HBM942.WHFC.488_reg001
NPW_NPBWR2	NPW	NPBWR2	large_intestine	HBM942.WHFC.488_reg001
NPPA_NPR1	NPPA	NPR1	large_intestine	HBM942.WHFC.488_reg001
NTS_NTSR1	NTS	NTSR1	large_intestine	HBM942.WHFC.488_reg001
NTF3_NTRK3	NTF3	NTRK3	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH1	CNTN1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH1	DLL1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH1	DLL3	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH1	DLL4	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH1	JAG1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH1	JAG2	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH2	CNTN1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH2	DLL1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH2	DLL3	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH2	DLL4	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH2	JAG1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH2	JAG2	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH3	DLL1	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH3	DLL3	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH3	DLL4	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH3	JAG1	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH3	JAG2	NOTCH3	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH4	DLL1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL3_NOTCH4	DLL3	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH4	DLL4	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH4	JAG1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
JAG2_NOTCH4	JAG2	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
PENK_OPRD1	PENK	OPRD1	large_intestine	HBM942.WHFC.488_reg001
PENK_OPRM1	PENK	OPRM1	large_intestine	HBM942.WHFC.488_reg001
PNOC_OPRL1	PNOC	OPRL1	large_intestine	HBM942.WHFC.488_reg001
HCRT_HCRTR1	HCRT	HCRTR1	large_intestine	HBM942.WHFC.488_reg001
OXT_AVPR1A	OXT	AVPR1A	large_intestine	HBM942.WHFC.488_reg001
AVP_AVPR1A	AVP	AVPR1A	large_intestine	HBM942.WHFC.488_reg001
OXT_AVPR2	OXT	AVPR2	large_intestine	HBM942.WHFC.488_reg001
AVP_AVPR2	AVP	AVPR2	large_intestine	HBM942.WHFC.488_reg001
OXT_OXTR	OXT	OXTR	large_intestine	HBM942.WHFC.488_reg001
AVP_OXTR	AVP	OXTR	large_intestine	HBM942.WHFC.488_reg001
PTHLH_PTH1R	PTHLH	PTH1R	large_intestine	HBM942.WHFC.488_reg001
PTHLH_PTH2R	PTHLH	PTH2R	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_ADCYAP1R1	ADCYAP1	ADCYAP1R1	large_intestine	HBM942.WHFC.488_reg001
VIP_ADCYAP1R1	VIP	ADCYAP1R1	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_VIPR1	ADCYAP1	VIPR1	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR1	SCT	VIPR1	large_intestine	HBM942.WHFC.488_reg001
VIP_VIPR1	VIP	VIPR1	large_intestine	HBM942.WHFC.488_reg001
ADCYAP1_VIPR2	ADCYAP1	VIPR2	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR2	SCT	VIPR2	large_intestine	HBM942.WHFC.488_reg001
VIP_VIPR2	VIP	VIPR2	large_intestine	HBM942.WHFC.488_reg001
PGF_FLT1	PGF	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_FLT1	VEGFA	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_FLT1	VEGFB	FLT1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP1	PGF	NRP1	large_intestine	HBM942.WHFC.488_reg001
SEMA3A_NRP1	SEMA3A	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP1	VEGFA	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_NRP1	VEGFB	NRP1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP2	PGF	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3C_NRP2	SEMA3C	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3F_NRP2	SEMA3F	NRP2	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP2	VEGFA	NRP2	large_intestine	HBM942.WHFC.488_reg001
PLAU_PLAUR	PLAU	PLAUR	large_intestine	HBM942.WHFC.488_reg001
PDGFA_PDGFRA	PDGFA	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRA	PDGFB	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFC_PDGFRA	PDGFC	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRB	PDGFB	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PDGFD_PDGFRB	PDGFD	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PODXL_SELL	PODXL	SELL	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELL	PODXL2	SELL	large_intestine	HBM942.WHFC.488_reg001
SELPLG_SELL	SELPLG	SELL	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELP	PODXL2	SELP	large_intestine	HBM942.WHFC.488_reg001
SELPLG_SELP	SELPLG	SELP	large_intestine	HBM942.WHFC.488_reg001
PVR_CD226	PVR	CD226	large_intestine	HBM942.WHFC.488_reg001
PVR_CD96	PVR	CD96	large_intestine	HBM942.WHFC.488_reg001
PMCH_MCHR1	PMCH	MCHR1	large_intestine	HBM942.WHFC.488_reg001
GNRH1_GNRHR2	GNRH1	GNRHR2	large_intestine	HBM942.WHFC.488_reg001
GNRH2_GNRHR2	GNRH2	GNRHR2	large_intestine	HBM942.WHFC.488_reg001
RLN1_RXFP1	RLN1	RXFP1	large_intestine	HBM942.WHFC.488_reg001
RLN2_RXFP1	RLN2	RXFP1	large_intestine	HBM942.WHFC.488_reg001
RLN3_RXFP1	RLN3	RXFP1	large_intestine	HBM942.WHFC.488_reg001
PSAP_GPR37	PSAP	GPR37	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR4	RSPO1	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO2_LGR4	RSPO2	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR4	RSPO3	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR4	RSPO4	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR5	RSPO1	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO2_LGR5	RSPO2	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR5	RSPO3	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR5	RSPO4	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO1_LGR6	RSPO1	LGR6	large_intestine	HBM942.WHFC.488_reg001
RSPO2_LGR6	RSPO2	LGR6	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR6	RSPO3	LGR6	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR6	RSPO4	LGR6	large_intestine	HBM942.WHFC.488_reg001
RELN_LRP8	RELN	LRP8	large_intestine	HBM942.WHFC.488_reg001
RELN_VLDLR	RELN	VLDLR	large_intestine	HBM942.WHFC.488_reg001
RARRES2_CMKLR1	RARRES2	CMKLR1	large_intestine	HBM942.WHFC.488_reg001
SOSTDC1_LRP5	SOSTDC1	LRP5	large_intestine	HBM942.WHFC.488_reg001
DKK1_LRP5	DKK1	LRP5	large_intestine	HBM942.WHFC.488_reg001
SOSTDC1_LRP6	SOSTDC1	LRP6	large_intestine	HBM942.WHFC.488_reg001
DKK1_LRP6	DKK1	LRP6	large_intestine	HBM942.WHFC.488_reg001
DKK2_LRP6	DKK2	LRP6	large_intestine	HBM942.WHFC.488_reg001
SELE_GLG1	SELE	GLG1	large_intestine	HBM942.WHFC.488_reg001
SEMA3E_PLXND1	SEMA3E	PLXND1	large_intestine	HBM942.WHFC.488_reg001
SEMA4A_PLXND1	SEMA4A	PLXND1	large_intestine	HBM942.WHFC.488_reg001
SEMA4C_PLXNB2	SEMA4C	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB2	SEMA4D	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4G_PLXNB2	SEMA4G	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_CD72	SEMA4D	CD72	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB1	SEMA4D	PLXNB1	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PTPRC	SEMA4D	PTPRC	large_intestine	HBM942.WHFC.488_reg001
SEMA5A_PLXNB3	SEMA5A	PLXNB3	large_intestine	HBM942.WHFC.488_reg001
SEMA7A_PLXNC1	SEMA7A	PLXNC1	large_intestine	HBM942.WHFC.488_reg001
SLITRK4_OLR1	SLITRK4	OLR1	large_intestine	HBM942.WHFC.488_reg001
SLIT1_ROBO1	SLIT1	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO1	SLIT2	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO2	SLIT2	ROBO2	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR1	CORT	SSTR1	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR2	CORT	SSTR2	large_intestine	HBM942.WHFC.488_reg001
CORT_SSTR3	CORT	SSTR3	large_intestine	HBM942.WHFC.488_reg001
SDC1_ADGRA2	SDC1	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
SDC2_ADGRA2	SDC2	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
TAC1_TACR1	TAC1	TACR1	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR1	TAC3	TACR1	large_intestine	HBM942.WHFC.488_reg001
TAC1_TACR2	TAC1	TACR2	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR2	TAC3	TACR2	large_intestine	HBM942.WHFC.488_reg001
TAFA5_S1PR2	TAFA5	S1PR2	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB1	TAX1BP3	ADGRB1	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB2	TAX1BP3	ADGRB2	large_intestine	HBM942.WHFC.488_reg001
THY1_ADGRE2	THY1	ADGRE2	large_intestine	HBM942.WHFC.488_reg001
TF_TFR2	TF	TFR2	large_intestine	HBM942.WHFC.488_reg001
TF_TFRC	TF	TFRC	large_intestine	HBM942.WHFC.488_reg001
TGFB1_TGFBR3	TGFB1	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TGFB2_TGFBR3	TGFB2	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TGFB3_TGFBR3	TGFB3	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
BTLA_TNFRSF14	BTLA	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
CD160_TNFRSF14	CD160	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF14	LTA	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
TNFSF14_TNFRSF14	TNFSF14	TNFRSF14	large_intestine	HBM942.WHFC.488_reg001
FASLG_FAS	FASLG	FAS	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF1A	LTA	TNFRSF1A	large_intestine	HBM942.WHFC.488_reg001
TNF_TNFRSF1A	TNF	TNFRSF1A	large_intestine	HBM942.WHFC.488_reg001
LTA_TNFRSF1B	LTA	TNFRSF1B	large_intestine	HBM942.WHFC.488_reg001
TNF_TNFRSF1B	TNF	TNFRSF1B	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10A	TNFSF10	TNFRSF10A	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10B	TNFSF10	TNFRSF10B	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10C	TNFSF10	TNFRSF10C	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10D	TNFSF10	TNFRSF10D	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF11B	TNFSF10	TNFRSF11B	large_intestine	HBM942.WHFC.488_reg001
TNFSF11_TNFRSF11B	TNFSF11	TNFRSF11B	large_intestine	HBM942.WHFC.488_reg001
TNFSF11_TNFRSF11A	TNFSF11	TNFRSF11A	large_intestine	HBM942.WHFC.488_reg001
TNFSF12_TNFRSF12A	TNFSF12	TNFRSF12A	large_intestine	HBM942.WHFC.488_reg001
TNFSF12_TNFRSF25	TNFSF12	TNFRSF25	large_intestine	HBM942.WHFC.488_reg001
TNFSF15_TNFRSF25	TNFSF15	TNFRSF25	large_intestine	HBM942.WHFC.488_reg001
TNFSF13_TNFRSF13B	TNFSF13	TNFRSF13B	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF13B	TNFSF13B	TNFRSF13B	large_intestine	HBM942.WHFC.488_reg001
TNFSF13_TNFRSF17	TNFSF13	TNFRSF17	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF17	TNFSF13B	TNFRSF17	large_intestine	HBM942.WHFC.488_reg001
TNFSF13B_TNFRSF13C	TNFSF13B	TNFRSF13C	large_intestine	HBM942.WHFC.488_reg001
TNFSF18_TNFRSF18	TNFSF18	TNFRSF18	large_intestine	HBM942.WHFC.488_reg001
TNFSF4_TNFRSF4	TNFSF4	TNFRSF4	large_intestine	HBM942.WHFC.488_reg001
TNFSF8_TNFRSF8	TNFSF8	TNFRSF8	large_intestine	HBM942.WHFC.488_reg001
TNFSF9_TNFRSF9	TNFSF9	TNFRSF9	large_intestine	HBM942.WHFC.488_reg001
UTS2_UTS2R	UTS2	UTS2R	large_intestine	HBM942.WHFC.488_reg001
UTS2B_UTS2R	UTS2B	UTS2R	large_intestine	HBM942.WHFC.488_reg001
VEGFA_KDR	VEGFA	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFC_KDR	VEGFC	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFD_KDR	VEGFD	KDR	large_intestine	HBM942.WHFC.488_reg001
VEGFC_FLT4	VEGFC	FLT4	large_intestine	HBM942.WHFC.488_reg001
VEGFD_FLT4	VEGFD	FLT4	large_intestine	HBM942.WHFC.488_reg001
WNT1_FRZB	WNT1	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT10A_FRZB	WNT10A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT11_FRZB	WNT11	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT16_FRZB	WNT16	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT2_FRZB	WNT2	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT2B_FRZB	WNT2B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT3_FRZB	WNT3	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT4_FRZB	WNT4	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5A_FRZB	WNT5A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5B_FRZB	WNT5B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT6_FRZB	WNT6	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT7A_FRZB	WNT7A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT9A_FRZB	WNT9A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT9B_FRZB	WNT9B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP1	WNT1	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP1	WNT11	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP1	WNT16	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT2_SFRP1	WNT2	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP1	WNT2B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP1	WNT3	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP1	WNT4	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP1	WNT5A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP1	WNT5B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT6_SFRP1	WNT6	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT7A_SFRP1	WNT7A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP1	WNT9A	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT9B_SFRP1	WNT9B	SFRP1	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP2	WNT1	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP2	WNT11	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP2	WNT16	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT2_SFRP2	WNT2	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP2	WNT2B	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP2	WNT3	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP2	WNT4	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP2	WNT5A	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP2	WNT5B	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT6_SFRP2	WNT6	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT7A_SFRP2	WNT7A	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP2	WNT9A	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT9B_SFRP2	WNT9B	SFRP2	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP4	WNT1	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP4	WNT11	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP4	WNT16	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT2_SFRP4	WNT2	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP4	WNT2B	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP4	WNT3	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP4	WNT4	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP4	WNT5A	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP4	WNT5B	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT6_SFRP4	WNT6	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT7A_SFRP4	WNT7A	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP4	WNT9A	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT9B_SFRP4	WNT9B	SFRP4	large_intestine	HBM942.WHFC.488_reg001
WNT1_SFRP5	WNT1	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP5	WNT11	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT16_SFRP5	WNT16	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT2_SFRP5	WNT2	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP5	WNT2B	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP5	WNT3	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP5	WNT4	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP5	WNT5A	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP5	WNT5B	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT6_SFRP5	WNT6	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT7A_SFRP5	WNT7A	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP5	WNT9A	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT9B_SFRP5	WNT9B	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5A_ROR1	WNT5A	ROR1	large_intestine	HBM942.WHFC.488_reg001
WNT5A_ROR2	WNT5A	ROR2	large_intestine	HBM942.WHFC.488_reg001
CDH1_KLRG1	CDH1	KLRG1	large_intestine	HBM942.WHFC.488_reg001
CDH2_CDH2	CDH2	CDH2	large_intestine	HBM942.WHFC.488_reg001
CDH2_FCER2	CDH2	FCER2	large_intestine	HBM942.WHFC.488_reg001
CDH3_CDH3	CDH3	CDH3	large_intestine	HBM942.WHFC.488_reg001
CDH5_CDH5	CDH5	CDH5	large_intestine	HBM942.WHFC.488_reg001
CDH6_CDH6	CDH6	CDH6	large_intestine	HBM942.WHFC.488_reg001
CDH7_CDH7	CDH7	CDH7	large_intestine	HBM942.WHFC.488_reg001
CADM1_CADM1	CADM1	CADM1	large_intestine	HBM942.WHFC.488_reg001
CADM3_CADM1	CADM3	CADM1	large_intestine	HBM942.WHFC.488_reg001
CADM1_NECTIN3	CADM1	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
CADM3_NECTIN3	CADM3	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
NECTIN1_NECTIN3	NECTIN1	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
NECTIN2_NECTIN3	NECTIN2	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
CADM3_CADM4	CADM3	CADM4	large_intestine	HBM942.WHFC.488_reg001
CADM3_EPB41L1	CADM3	EPB41L1	large_intestine	HBM942.WHFC.488_reg001
CEACAM1_CD209	CEACAM1	CD209	large_intestine	HBM942.WHFC.488_reg001
ICAM2_CD209	ICAM2	CD209	large_intestine	HBM942.WHFC.488_reg001
ICAM3_CD209	ICAM3	CD209	large_intestine	HBM942.WHFC.488_reg001
CEACAM1_SELE	CEACAM1	SELE	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELE	PODXL2	SELE	large_intestine	HBM942.WHFC.488_reg001
SELPLG_SELE	SELPLG	SELE	large_intestine	HBM942.WHFC.488_reg001
COL3A1_ADGRG1	COL3A1	ADGRG1	large_intestine	HBM942.WHFC.488_reg001
COL4A1_ADGRG6	COL4A1	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A2_ADGRG6	COL4A2	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A3_ADGRG6	COL4A3	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A4_ADGRG6	COL4A4	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A5_ADGRG6	COL4A5	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A6_ADGRG6	COL4A6	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
DSC2_DSG2	DSC2	DSG2	large_intestine	HBM942.WHFC.488_reg001
DSG1_DSC2	DSG1	DSC2	large_intestine	HBM942.WHFC.488_reg001
DSG1_DSC3	DSG1	DSC3	large_intestine	HBM942.WHFC.488_reg001
DSG2_DSC3	DSG2	DSC3	large_intestine	HBM942.WHFC.488_reg001
CLSTN1_NRXN3	CLSTN1	NRXN3	large_intestine	HBM942.WHFC.488_reg001
CLSTN2_NRXN3	CLSTN2	NRXN3	large_intestine	HBM942.WHFC.488_reg001
CLSTN3_NRXN3	CLSTN3	NRXN3	large_intestine	HBM942.WHFC.488_reg001
LRRTM1_NRXN3	LRRTM1	NRXN3	large_intestine	HBM942.WHFC.488_reg001
LRRTM2_NRXN3	LRRTM2	NRXN3	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_NRXN3	LRRTM4	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN1_NRXN3	NLGN1	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN2_NRXN3	NLGN2	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN3_NRXN3	NLGN3	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN4X_NRXN3	NLGN4X	NRXN3	large_intestine	HBM942.WHFC.488_reg001
GJA1_GJA1	GJA1	GJA1	large_intestine	HBM942.WHFC.488_reg001
GJA3_GJA1	GJA3	GJA1	large_intestine	HBM942.WHFC.488_reg001
GJC1_GJA1	GJC1	GJA1	large_intestine	HBM942.WHFC.488_reg001
GJA1_GJA5	GJA1	GJA5	large_intestine	HBM942.WHFC.488_reg001
GJA3_GJA5	GJA3	GJA5	large_intestine	HBM942.WHFC.488_reg001
GJA5_GJA5	GJA5	GJA5	large_intestine	HBM942.WHFC.488_reg001
GJC1_GJA5	GJC1	GJA5	large_intestine	HBM942.WHFC.488_reg001
GJA3_GJA3	GJA3	GJA3	large_intestine	HBM942.WHFC.488_reg001
GJA3_GJC1	GJA3	GJC1	large_intestine	HBM942.WHFC.488_reg001
GJC1_GJC1	GJC1	GJC1	large_intestine	HBM942.WHFC.488_reg001
ICAM1_ITGAL	ICAM1	ITGAL	large_intestine	HBM942.WHFC.488_reg001
ICAM1_SPN	ICAM1	SPN	large_intestine	HBM942.WHFC.488_reg001
ICAM3_CLEC4M	ICAM3	CLEC4M	large_intestine	HBM942.WHFC.488_reg001
JAM2_JAM3	JAM2	JAM3	large_intestine	HBM942.WHFC.488_reg001
JAM3_JAM3	JAM3	JAM3	large_intestine	HBM942.WHFC.488_reg001
L1CAM_L1CAM	L1CAM	L1CAM	large_intestine	HBM942.WHFC.488_reg001
NECTIN1_CADM3	NECTIN1	CADM3	large_intestine	HBM942.WHFC.488_reg001
NECTIN1_NECTIN4	NECTIN1	NECTIN4	large_intestine	HBM942.WHFC.488_reg001
NECTIN2_TIGIT	NECTIN2	TIGIT	large_intestine	HBM942.WHFC.488_reg001
NECTIN3_TIGIT	NECTIN3	TIGIT	large_intestine	HBM942.WHFC.488_reg001
PVR_TIGIT	PVR	TIGIT	large_intestine	HBM942.WHFC.488_reg001
THBS1_CD36	THBS1	CD36	large_intestine	HBM942.WHFC.488_reg001
THBS2_CD36	THBS2	CD36	large_intestine	HBM942.WHFC.488_reg001
ENTPD1_ADORA1	ENTPD1	ADORA1	large_intestine	HBM942.WHFC.488_reg001
ENTPD1_ADORA2A	ENTPD1	ADORA2A	large_intestine	HBM942.WHFC.488_reg001
